start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 18% citric, 1200ppm Cap B, 1.1% APG (18) - April 11 - 70C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 91,08-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,09-Jul-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 98,15-Oct-24,,Gel precipitate small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution - July 2 Concentrate - 1,,Temp 29C,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,29-Jul-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution - 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,29-Jul-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 70,08-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution - July 2 Concentrate - 2,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,08-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution - 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,08-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 60,08-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS40, 14% citric, 800ppm Cap B, 1.7% APG (254)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,29-Jul-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,29-Jul-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution - July 29 Conc. ,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,08-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS40, 14% citric, 800ppm Cap B, 1.7% APG (255) - gel by jan 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,29-Jul-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 71,08-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,29-Jul-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 71,08-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution - July 29 Conc. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,08-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 63,10-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20% HS40, 20% citric, 1600ppm Cap B, 2% APG (258) - Gel Conc. Aug 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,01-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 26,27-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,01-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 26,27-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20% HS40, 20% citric, 1600ppm Cap B, 2.5% APG (259) - Gel Conc. Aug 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,01-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 26,27-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,01-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 26,27-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20% HS40, 15% citric, 1600ppm Cap B, 2.5% APG (260) - Gel by oct 23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,01-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 68,08-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,01-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 5,06-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 68,08-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20% HS40, 15% citric, 1600ppm Cap B, 3% APG (261) - Gel by Sep 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,07-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 43,23-Sep-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,07-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 43,23-Sep-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20% HS40, 15% citric, 1200ppm Cap B, 3% APG (264) - Gel by Oct 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,22-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 36,27-Sep-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,22-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 36,27-Sep-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20% HS40, 15% citric, 1200ppm Cap B, 2.5% APG (263) - Gel by Oct 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,22-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 36,27-Sep-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,22-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 36,27-Sep-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 10% citric, 800ppm Cap B, 1.7% APG (267) - Precipitate at bottom of concentrate October 5, significant precipitate nov 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,22-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 47,08-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,22-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 47,08-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 12% citric, 800ppm CapB, 1.7% APG (266) - Tiny precipitate at bottom oct. 5- less than 267, significant precipitate nov 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,22-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day  73,30-Oct-24,,Small gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,22-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS40, 10% citric, 800ppm Cap B, 1.7% APG (268), significant precipitate Nov 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,26-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 46,11-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,26-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 46,11-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,09-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 2,11-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 800ppm CapB, 1.7% APG (334-sonicated)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,Zeta_dilution,Conductivity_dilution,Size_dilution,PI_Dilution,Zeta_Concentrate,Conductivity_Concentrate,Size_Concentrate,PI_Concentrate,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,06-Nov-24,,Clear solution,-0.3681,11.64,102.3,0.2782,-5.525,11.08,46.71,0.3669,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Dec-25,,Gel precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 800ppm CapB, 1.7% APG (334-sonicated)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,08-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Jan-25,,gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 800ppm CapB, 1.7% APG (334-not sonicated)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,08-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Dec-25,,Gel precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 900ppm CapB, 1.7% APG (350)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,(unstable RT concentrate),Temp 29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,Zeta_dilution,Conductivity_dilution,Size_dilution,PI_Dilution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,06-Nov-24,,Clear solution,-0.4774,11.46,75.33,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 1,07-Nov-24,,cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1% HS, 1% Citric, 500ppm CapB, 5% APG (342)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,Temp 29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,06-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 2,08-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 6,12-Nov-24,,Cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1% HS, 1% Citric, 1500ppm CapB, 5% APG (343)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,Temp 29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,06-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 1,07-Nov-24,,precipitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1% HS, 1% Citric, 3000ppm CapB, 5% APG (345)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,(unstable RT concentrate),Temp 29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,06-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 1,07-Nov-24,,precipitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1% HS, 1% Citric, 1500ppm CapB, 4% APG (352)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,Temp 29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,Zeta_dilution,Conductivity_dilution,Size_dilution,PI_Dilution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,07-Nov-24,,Clear solution,-3.119,11.68,110.9,0.7149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 1,08-Nov-24,,precipitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8% HS, 10% Citric, 800ppm CapB, 1.5% APG (353)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,Zeta_dilution,Conductivity_dilution,Size_dilution,PI_Dilution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,07-Nov-24,,Clear solution,-14.72,11.88,173.2,0.5704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 1,08-Nov-24,,cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 12,19-Nov-24,,Clear solution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,31-Jan-25,,Gel precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8% HS, 12% Citric, 500ppm CapB, 1.7% APG (355)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,Zeta_dilution,Conductivity_dilution,Size_dilution,PI_Dilution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,07-Nov-24,,Clear solution,-15.09,11.9,154.6,0.3859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 1,08-Nov-24,,cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 12,19-Nov-24,,clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 21,28-Nov-24,,Clear solution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 750ppm CapB, 1.7% APG (356)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,Zeta_dilution,Conductivity_dilution,Size_dilution,PI_Dilution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,07-Nov-24,,Clear solution,-14.18,11.76,150.1,0.4614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 1,08-Nov-24,,cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 12,19-Nov-24,,Clear solution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 21,28-Nov-24,,Clear solution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS, 12% Citric, 800ppm CapB, 1.5% APG (357)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,Zeta_dilution,Conductivity_dilution,Size_dilution,PI_Dilution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,07-Nov-24,,Clear solution,-13.44,11.75,173.3,0.6295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 1,08-Nov-24,,cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 12,19-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 21,28-Nov-24,,Clear solution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Jan-25,,Gel precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1% HS, 1% Citric, 7% APG (360)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,08-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 11,19-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 20,28-Nov-24,,Clear solution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Jan-25,,gel prec. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1% HS, 1% Citric, 500 ppm CapB, 7% APG (361)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,08-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 11,19-Nov-24,,cloudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% APG, 10% CAPB (363)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,12-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8% HS, 12% Citric, 400ppm CapB, 1.5% APG (359)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,14-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0,08-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 20,20-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09-Dec-25,,gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16% HS, 12% Citric, 800ppm CapB, 3% APG (365) - Precipitate by nov. 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
